hash_name,transcription,age,gender,first_language,socioeconomic_bkgd,ethnicity,audio_dur,model_transcription
4ee0bcc7e233cc1075b59e36ad98e291,hey i would love to listen a song sing by neha kakkar on apple music,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",10.047625,hey I would love to listen a song sing by Niha kakkar on Apple music
f3beb1b689488ad6ed298e27f5a5613a,hey just wanted to make sure you know that i'm on my way to be meeting you just in a few minutes from now okay eta is three pm,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",9.983625,hey just wanted to make sure you know that I'm on my way to be meeting you just in a few minutes from now okay ETA is 3 p.m.
8741047f1129e9d7326d769300bd9714,message babe doing laundry i thought of you,31 - 45,female,English,Low,Native Hawaiian or Other Pacific Islander,9.96,message babe doing laundry I thought of you
8ebdead47a6da8b224ac880979fc33fd,hey facebook call mom on whatsapp,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",9.941,hey Facebook call Mom on WhatsApp
4df3192daec80c0660e1f227da085c18,play songs from the hindi movie ek duuje ke liye,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",9.941,play songs from the Hindi movie
46e68267cad7a5be39ba38ab9d9749bb,hey facebook cut off the incoming text from group of friends on the messenger app,31 - 45,male,English,Low,Black or African American,9.791625,hey Facebook cut off the incoming text from a group of friends on the messenger app
e86ebd711721616e05a609d7e7bb1432,you can send a text message with the keyboard form about the fact you just learned,23 - 30,male,English,Low,"Native American, American Indian, or Alaska Native",9.72875,you can send a text message with the keyboard phone about the fact you just learned
c4546e87a23ef2be753cf1bf2736c5e0,hey facebook call jack for me please,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",9.535625,hey Facebook call Jack for me please
cf6c74ad741fca6e479b5a4643744549,wow what a plan to have a coffee together this evening i should go over there for sure,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",9.5143125,wow what a plan to have a coffee together this evening I should go over there for sure
458c73526702b78d68b35eb2a8ec928f,hey facebook take ralph pictures on my mobile,31 - 45,male,English,Medium,Black or African American,9.492,hey Facebook take rough pictures on my mobile
4bb0e3750c8190e5dc26b18fef728498,the weather today isn't too bad it was pretty sunny but it's definitely cooling down so that's nice,23 - 30,female,English,Low,White,9.429,the weather today isn't too bad it was pretty sunny but it's definitely cooling down so that's nice
def94e31e2b6b308a63219a2cae688b6,hi there my name is x and i would like to talk mister y regarding my appointment tomorrow,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",9.3863125,hi there my name is X and I would like to talk Mr why regarding my appointment tomorrow
ea760b86b960d4985a98ebc49b4e1462,hey facebook please call ann smith,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",9.343625,hey Facebook please call Anne Smith
426033c58a0e6ae04a984657db841abc,hey facebook find taylor swift latest album on pandora,46 - 65,female,English,Low,"Hispanic, Latino, or Spanish",9.301,hey Facebook fine Taylor Swift latest album on Pandora
0a877b77f4181fcbf0849998ec6cd4d7,hey could you please search my playlist named favourite in spotify,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",9.173,hey could you please search my playlist named favorite in a Spotify
edf146c54d8eb8ff67e2be12a1268c6d,text gloria and say omg you won't believe what happened today,23 - 30,female,English,Medium,"Hispanic, Latino, or Spanish",8.981,tax Gloria and say OMG you won't believe what happened today
325d4e06d22415ed0fc44ca8e6205696,i'm not looking for a help so can you please do that for someone who is in need,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",8.84,I'm not looking for a help so can you please do that for someone who is in need
527f25d881a7608bb202ff03fa54f8a3,hi my name is xy and i would like to talk to doctor z regarding my new prescription,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",8.8103125,hi my name is XY and I would like to talk to Dr Z regarding my new prescription
4d0b6157f5810d42740074012c0d2f03,hey facebook send a text message on messenger app to bola that i love her,18 - 22,male,Hindi,Low,Middle Eastern or North African,8.72,hey Facebook send a text message on messenger app to ba that I love her
f4cf3ede98a95c80eb926056c52d4bdc,hey facebook go back rewind play this song  again play again,46 - 65,male,English,Medium,"Native American, American Indian, or Alaska Native",8.6141875,hey Facebook go back rewind play this song again play again
ddf781555dac932d377e7468a2989d2a,hey i would like to search a song on pandora station can you please search this song for me,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",8.597,hey I would like to search a song on Pandora station can you please search this song for me
9ed990473c6f8584687a5c45c308c6c7,hey could you please find a song sing by arijit singh on pandora,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",8.511625,hey could you please find a song sing by Aji sing on Pandora
348e8f5cc6418bbb05a73d1922d044b4,send a message to monty saying omg you're not gonna believe what i just went through,18 - 22,male,English,Low,White,8.44,send a message to Monty saying OMG you're not going to believe what I just went through
0d7f5139e3702e31596784699b762c8f,so take a turn and then the first left is the exact location,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",8.32,so take a turn and then the first left is the exact location
5873746ecfcfb7e9dbb8905e49d218d0,play some songs by harry styles for me,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",8.277,play some songs by Harry Styles for me
3db24b1a561f16fcfb463b75bc6320bb,let's finish this session here today i hope to talk to you all very soon thank you,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",8.255625,let's finish this session here today I hope to talk to you all very soon thank you
762c5c2aef1baf6e7ca23305fb150892,hey facebook set my whatsapp status to available,46 - 65,female,English,Low,White,8.213,hey Facebook set my WhatsApp status to available
530e6ea3ba8be05bdaeba615550a8520,send message to my friend turn by your right you will see me standing by the door,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",8.2,send message to my friend turned by your rights you will see me standing by the door
31425b3c73b2d693a8265f4771bcb150,send send a text message to bablu i am going to your house to have the coffee,18 - 22,male,Hindi,Low,Middle Eastern or North African,8.12,send send a text message to bablu I'm going to your house to have the coffee
321ec505c61e1c87a7695c25a401e534,hey since long time i didn't go for pandora station could you please search it for me now,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",8.085,hey since long time I didn't go for Pandora station could you please search it for me now
f27f297d574366d57b684f816b265468,send message to my sister i'm at the front seat i can't find you,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",8.04,send message to my sister I'm at the front seats I can't find you
c808ebc5285245dce8a9c2146014be96,oh my god the graduation is very difficult,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",8.021,oh my God the graduation is very difficult
c0048128bc976657cf84d2a01c1768da,hey is kids are ok how they are doing,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",8.021,hey is scheduled okay how they are doing
c9ea14eb80cea001efd231fae8824a5f,hey facebook skip incoming text and respond we'll call you back,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",7.9783125,hey Facebook keep incoming text and respond we'll call you back
c2a1c41b3902e9d85fca52a51a650e59,send message to my friend i'm already waiting for you at the top of the house,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",7.96,send message to my friend I'm already waiting for you at the top of the house
53644042fd24ad2c7ffa64d5ec3f8932,hello everyone welcome to my session i hope you all are doing very well,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",7.957,hello everyone welcome to my session I hope you all are doing very well
35c5073d3dd5ae19a70bcb7ae762ea48,reply to mom could you please pick up some bread for me while you're out i am still at work,18 - 22,male,English,Low,White,7.957,reply to Mom could you please pick up some bread for me while you're out I am still at work
a0e3def14c9686d7bf0396f3ca5b583d,reply to becky i'm playing basketball and it's think making me think about kenny,31 - 45,male,English,Low,"Native American, American Indian, or Alaska Native",7.92,replied to Becky I'm playing basketball and it's think making me think about Kenny
8222a110b89fb88aed53862866e772e6,i'm on my way to pick you up expect to be ready in about three minutes from now,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",7.871625,I'm on my way to pick you up expect to be ready in about 3 minutes from now
6ce9c54809f4d9eff2f4318fb3216116,send a message to priya that we are going there with my friends to surprise,18 - 22,male,Hindi,Low,Middle Eastern or North African,7.8,send a message to Priya that we are going there with my friends take surprise
c6a705414ffcb9cfc2d379a330e27c1a,hey facebook beat my close friend videos to my instagram story,23 - 30,male,English,Low,Black or African American,7.765,a Facebook bit my close friend videos to my Instagram story
ee1290540cced7079cee4b562e126987,hey do you like high phone volume or low phone volume,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",7.7223125,hey do you like iPhone volume or low for phone volume
52322d9e521e79964b6e2cc88bc4aecc,send text message to aisha to meet me at the school dormitory,18 - 22,male,Hindi,Low,Middle Eastern or North African,7.68,send text message to Aisha to meet me at the school Dmitry
4cb617439540d5fcefbed2779dd4214b,send all messages from john adam,18 - 22,male,English,Low,White,7.68,send all messages from John Adam
fc419abf3562b08f38bf323f799761b0,can you play roar by katy perry,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",7.615625,can you play Roar by Katy Perry
70070b0ff999a4c8e88209d0ba5e86f1,hey facebook the achievers group just sent a message right now can you please read,31 - 45,male,English,Low,Black or African American,7.551625,hey Facebook the Achievers group just sent a message right now can you please reach
ff47387314834b27112e8fdff77cfccc,hey facebook send a text to bola on messenger app can we go on a date,18 - 22,male,Hindi,Low,Middle Eastern or North African,7.48,hey Facebook send a text to ba on messenger app can we go on a date
49714b32171547e4d1efd2075f63965f,hey facebook open my camera and take this picture,31 - 45,male,English,Low,Black or African American,7.44,a Facebook open my camera and take this picture
11f7f2a81507f532a7bcaa7b26ad6a9e,hey facebook read message,31 - 45,female,English,Low,"Native American, American Indian, or Alaska Native",7.44,hey Facebook read message
7c0db31a4bcd4f3b88c048a4f6adb8bd,alright the show is about to start but i will text you when it is done,18 - 22,male,English,Medium,"Asian, South Asian or Asian American",7.36,all right uh the show is about to start but I will text you when it's done
fd38ff87a30dd2d31a3d088956ff62a3,this is the best conversation i've had so far to today bye bye,31 - 45,male,English,Medium,Black or African American,7.36,this is the best conversation I've had so far to today bye bye
d0748d5e1b4ac10f692e8b0142282898,text my wife what are the ingredients need for jollof rice,31 - 45,male,English,Affluent,Black or African American,7.32,text my wife what are the ingredient need for your love fries
